Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Atlassian Project),Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
"Calendar View — Integrated calendar display with Outlook events, local event creation",J2-239,11131,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:44 PM,25/Jun/26 12:57 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001zj:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:44 PM
Outlook Calendar Integration — CreateOutlookEventService + GetOutlookEventsService,J2-238,11130,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:44 PM,25/Jun/26 12:57 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001zb:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:44 PM
"Approval Workflow Engine — Multi-step approval flows, 17 task modals, FORM_DIALOG_DECISION_EVENT",J2-237,11129,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:44 PM,25/Jun/26 12:57 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001z3:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:44 PM
"User Selector — Avatar chip + popover with user switching, persona display, active indicator",J2-236,11128,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:44 PM,25/Jun/26 12:57 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001yv:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:44 PM
"User Context & Role Resolution — Fetches users, teams, memberships; resolves personas",J2-235,11127,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:44 PM,25/Jun/26 12:57 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001yn:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:44 PM
Route Guard — Tab-level access validation in PrimaryShell + deep-link URL protection,J2-234,11126,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:44 PM,25/Jun/26 12:57 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001yf:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:44 PM
CRUD Permission Matrix — Per-module per-action persona-based access control,J2-233,11125,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:44 PM,25/Jun/26 12:57 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001y7:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:44 PM
"Persona Resolution System — 7 personas: keyword matching against job title, team names, security roles",J2-232,11124,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001xz:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:44 PM
Workflow Tasks — Read-only approval step tasks view,J2-231,11123,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001xr:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Funding Source Management — CRUD,J2-230,11122,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001xj:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Cashflow Management — CRUD + financial calendar entries,J2-229,11121,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001xb:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Issue Management — CRUD + owner-based row-level filtering,J2-228,11120,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001x3:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Risk Management — CRUD + risk assessment + mitigation actions,J2-227,11119,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001wv:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Budget Line Management — CRUD + funding source linkage,J2-226,11118,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001wn:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Timesheet Recording & Approval — Entry-based timesheets + status workflow + overlap validation,J2-225,11117,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001wf:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Strategic Roster — Headcount planning / strategic workforce visualization,J2-224,11116,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001w7:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Status Snapshots — 13-period RAG status reporting with snapshots,J2-223,11115,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001vz:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
"Workflow Engine — Step templates, routing rules, Power Automate triggers",J2-222,11114,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001vr:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Skills Management — CRUD + resource skill mapping,J2-221,11113,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001vj:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Change Request Workflow — CRUD + impact assessment + approval flow,J2-220,11112,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001vb:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Benefits Tracking — CRUD + performance measures + realisation tracking,J2-219,11111,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001v3:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Gate Review Workflow — CRUD + readiness checklists + approval steps,J2-218,11110,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001uv:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Resource Management — CRUD + allocations + capacity validation + skill search,J2-217,11109,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001un:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Pipeline/Opportunity Lifecycle — Initiative CRUD + scoring + approval workflow,J2-216,11108,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:43 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001uf:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Project Management — CRUD + 360° view + Gantt chart + milestones + tasks,J2-215,11107,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:42 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001u7:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:43 PM
Programme Management — CRUD + child project budget aggregation,J2-214,11106,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:42 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001tz:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:42 PM
Portfolio Management — CRUD + DetailDrawer + health snapshots + financial rollup,J2-213,11105,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,24/Jun/26 12:42 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001tr:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,24/Jun/26 12:42 PM
S2-S4 resolved in COMPREHENSIVE_CODEBASE_AUDIT.md,J2-212,11072,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:54 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001tj:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:54 PM
Manual persona override UI in User Selector,J2-211,11071,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:54 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001tb:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:54 PM
Persona keyword priority fix (Executive before PMO),J2-210,11070,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:54 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001t3:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:54 PM
Route-level guard + deep-link URL support (?tab= param),J2-209,11069,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:54 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001sv:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:54 PM
useAuthorization CRUD checks on all 21 CRUD-capable pages,J2-208,11068,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:54 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001sn:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:54 PM
"Delete functionality on Portfolios, Programmes, Projects, Pipeline",J2-207,11067,Task,Done,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:54 PM,25/Jun/26 12:58 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001sf:,,,,,,10127,J2-14,Power Platform PPM Solution,In Progress,22/Jun/26 5:54 PM
WCAG 2.1 AA Accessibility — No accessibility implementation,J2-206,11066,Task,To Do,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,22/Jun/26 5:37 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001s7:,,,,,,10127,J2-14,Power Platform PPM Solution,To Do,22/Jun/26 5:37 PM
API-level RBAC — Add $filter based on user persona in service calls,J2-205,11065,Task,To Do,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,22/Jun/26 5:37 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001rz:,,,,,,10127,J2-14,Power Platform PPM Solution,To Do,22/Jun/26 5:37 PM
Column-level security — Hide financial fields from unauthorized personas,J2-204,11064,Task,To Do,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,Medium,,Suvigya Kumawat,712020:24640fe3-bd21-4cc6-9692-4770d9b78aae,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,22/Jun/26 5:37 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001rr:,,,,,,10127,J2-14,Power Platform PPM Solution,To Do,22/Jun/26 5:37 PM
"Row-level data filtering — expand to Resources, Projects, Timesheets, Risks, Tasks",J2-203,11063,Task,To Do,J2,June 2026,software,Akash Kumar,712020:dcf825d3-8faf-42c1-bcf6-83eca8bf1861,Your first project,High,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,22/Jun/26 5:37 PM,22/Jun/26 5:37 PM,,,,0,,,Ravi Paliwal,712020:c5a8fc88-0fa8-40c7-ae48-0c346ce97909,,,,,,,,,,,,0|i001rj:,,,,,,10127,J2-14,Power Platform PPM Solution,To Do,22/Jun/26 5:37 PM
